Linux 5.11.0-1022-azure (MsVM9) 	12/09/21 	_x86_64_	(2 CPU)

12:56:04        CPU     %user     %nice   %system   %iowait    %steal     %idle
13:01:45        all      4.59      0.00      1.02      0.00      0.00     94.39
13:01:46        all      7.07      0.00      4.04      5.56      0.00     83.33
13:01:47        all      8.54      0.00      5.03      2.51      0.00     83.92
13:01:48        all      4.50      0.00      1.50      0.00      0.00     94.00
13:01:49        all     16.16      0.00      6.57      6.06      0.00     71.21
13:01:50        all      7.61      0.00      2.54      0.00      0.00     89.85
13:01:51        all     14.07      0.00      4.02      4.52      0.00     77.39
13:01:52        all      9.18      0.00      4.59      1.02      0.00     85.20
13:01:53        all      4.98      0.00      2.99      0.00      0.00     92.04
13:01:54        all     15.15      0.00      4.55      5.05      0.00     75.25
13:01:55        all      6.63      0.00      2.55      0.00      0.00     90.82
13:01:56        all     12.06      0.00      3.02      6.53      0.00     78.39
13:01:57        all      5.94      0.00      3.47      0.00      0.00     90.59
13:01:58        all      4.98      0.00      3.98      0.00      0.00     91.04
13:01:59        all     11.79      0.00      3.59      5.13      0.00     79.49
13:02:00        all      3.00      0.00      2.50      0.00      0.00     94.50
13:02:01        all     12.56      0.00      5.53      6.53      0.00     75.38
13:02:02        all      4.57      0.00      2.54      0.00      0.00     92.89
13:02:03        all      6.47      0.00      1.99      1.49      0.00     90.05
13:02:04        all     12.18      0.00      5.08      3.05      0.00     79.70
13:02:05        all      5.50      0.00      3.50      0.00      0.00     91.00
13:02:06        all     15.00      0.00      5.50      4.50      0.00     75.00
13:02:07        all      2.54      0.00      2.54      0.00      0.00     94.92
13:02:08        all     10.10      0.00      5.05      6.57      0.00     78.28
13:02:09        all      4.62      0.00      1.54      0.51      0.00     93.33
13:02:10        all      5.56      0.00      2.53      0.00      0.00     91.92
13:02:11        all     13.13      0.00      7.07     10.10      0.00     69.70
13:02:12        all      4.55      0.00      2.53      0.00      0.00     92.93
13:02:13        all     11.17      0.00      4.06     10.66      0.00     74.11
13:02:14        all      6.57      0.00      3.03      0.00      0.00     90.40
13:02:15        all      6.00      0.00      1.00      0.00      0.00     93.00
13:02:16        all     11.94      0.00      6.47      4.98      0.00     76.62
13:02:17        all      3.05      0.00      3.05      0.00      0.00     93.91
13:02:18        all     13.71      0.00      5.08      4.06      0.00     77.16
13:02:19        all      1.52      0.00      3.05      0.00      0.00     95.43
13:02:20        all      6.93      0.00      5.45      4.46      0.00     83.17
13:02:21        all     13.20      0.00      4.57      4.06      0.00     78.17
13:02:22        all      4.98      0.00      3.98      0.00      0.00     91.04
13:02:23        all     15.08      0.00      5.53      6.53      0.00     72.86
13:02:24        all      6.03      0.00      1.51      0.00      0.00     92.46
13:02:25        all     11.17      0.00      4.06      3.55      0.00     81.22
13:02:26        all      7.54      0.00      4.02      1.01      0.00     87.44
13:02:27        all      2.55      0.00      2.04      0.00      0.00     95.41
13:02:28        all     15.20      0.00      6.86      8.82      0.00     69.12
13:02:29        all      3.52      0.00      2.01      0.00      0.00     94.47
13:02:30        all     18.91      0.00      6.47      4.98      0.00     69.65
13:02:31        all      5.50      0.00      9.00      0.00      0.00     85.50
13:02:32        all      4.93      0.00      3.94      0.00      0.00     91.13
13:02:33        all     21.00      0.00      6.50      4.00      0.00     68.50
13:02:34        all      7.07      0.00      4.04      0.00      0.00     88.89
13:02:35        all     13.86      0.00      5.94      4.95      0.00     75.25
13:02:36        all      3.05      0.00      2.54      0.00      0.00     94.42
13:02:37        all      3.98      0.00      1.99      1.00      0.00     93.03
13:02:38        all     14.14      0.00      4.55      5.05      0.00     76.26
13:02:39        all      3.03      0.00      2.02      0.00      0.00     94.95
13:02:40        all      9.60      0.00      6.57      5.05      0.00     78.79
13:02:41        all      3.57      0.00      1.02      0.00      0.00     95.41
13:02:42        all     11.56      0.00      5.03      5.03      0.00     78.39
13:02:43        all      9.60      0.00      3.03      0.00      0.00     87.37
13:02:44        all      5.05      0.00      2.02      0.00      0.00     92.93
13:02:45        all     16.00      0.00      7.00      4.50      0.00     72.50
13:02:46        all      5.58      0.00      1.02      0.00      0.00     93.40
13:02:47        all     11.06      0.00      5.03      4.02      0.00     79.90
13:02:48        all      4.04      0.00      3.54      0.00      0.00     92.42
13:02:49        all      3.50      0.00      4.00      0.00      0.00     92.50
13:02:50        all     13.85      0.00      6.15      6.15      0.00     73.85
13:02:51        all      3.03      0.00      3.54      0.51      0.00     92.93
13:02:52        all     12.12      0.00      4.55      7.07      0.00     76.26
13:02:53        all      4.08      0.00      1.53      0.00      0.00     94.39
13:02:54        all      6.40      0.00      4.43      0.00      0.00     89.16
13:02:55        all     18.50      0.00      3.50      5.00      0.00     73.00
13:02:56        all      3.61      0.00      2.06      0.00      0.00     94.33
13:02:57        all     14.78      0.00      5.42      5.42      0.00     74.38
13:02:58        all      4.02      0.00      3.52      0.00      0.00     92.46
13:02:59        all      5.08      0.00      3.55      3.05      0.00     88.32
13:03:00        all      9.00      0.00      4.50      1.00      0.00     85.50
13:03:01        all      3.50      0.00      2.50      0.00      0.00     94.00
13:03:02        all     15.74      0.00      6.09      5.58      0.00     72.59
13:03:03        all      4.06      0.00      2.54      0.00      0.00     93.40
13:03:04        all     13.00      0.00      5.00      5.00      0.00     77.00
13:03:05        all      6.93      0.00      2.48      0.00      0.00     90.59
13:03:06        all      4.02      0.00      4.02      0.00      0.00     91.96
13:03:07        all     10.61      0.00      5.56      5.05      0.00     78.79
13:03:08        all      2.53      0.00      2.02      0.00      0.00     95.45
13:03:09        all     19.10      0.00      4.52     12.06      0.00     64.32
